Datetime,AdjClose,Close,High,Low,Open,Volume
2023-01-30 14:30:00+00:00,145.91000366210938,145.91000366210938,146.2895965576172,145.64999389648438,146.0,48400
2023-01-30 15:30:00+00:00,145.7949981689453,145.7949981689453,146.143798828125,145.6199951171875,145.88479614257812,22140
2023-01-30 16:30:00+00:00,145.83999633789062,145.83999633789062,145.9499969482422,145.69000244140625,145.86000061035156,18622
2023-01-30 17:30:00+00:00,145.88999938964844,145.88999938964844,145.97999572753906,145.69000244140625,145.85000610351562,17040
2023-01-30 18:30:00+00:00,145.66000366210938,145.66000366210938,145.92999267578125,145.57000732421875,145.85000610351562,19991
2023-01-30 19:30:00+00:00,145.3800048828125,145.3800048828125,145.6999969482422,145.3000030517578,145.57000732421875,22118
2023-01-30 20:30:00+00:00,145.1300048828125,145.1300048828125,145.5,145.08999633789062,145.33999633789062,25342
2023-01-31 14:30:00+00:00,146.11000061035156,146.11000061035156,146.4586944580078,145.8800048828125,146.3000030517578,29506
2023-01-31 15:30:00+00:00,146.47000122070312,146.47000122070312,146.6999969482422,146.18499755859375,146.18499755859375,17417
2023-01-31 16:30:00+00:00,146.57679748535156,146.57679748535156,146.72000122070312,146.3654022216797,146.44500732421875,15408
2023-01-31 17:30:00+00:00,146.69000244140625,146.69000244140625,146.70799255371094,146.47000122070312,146.63999938964844,18180
2023-01-31 18:30:00+00:00,146.7550048828125,146.7550048828125,146.82569885253906,146.58009338378906,146.68099975585938,11717
2023-01-31 19:30:00+00:00,146.57000732421875,146.57000732421875,146.84280395507812,146.56500244140625,146.7602996826172,20443
2023-01-31 20:30:00+00:00,147.10000610351562,147.10000610351562,147.10000610351562,146.52000427246094,146.55999755859375,26562
2023-02-01 14:30:00+00:00,147.27999877929688,147.27999877929688,147.4600067138672,146.5800018310547,146.5800018310547,23266
2023-02-01 15:30:00+00:00,147.5449981689453,147.5449981689453,147.66000366210938,146.67999267578125,147.3000030517578,30725
2023-02-01 16:30:00+00:00,147.47000122070312,147.47000122070312,147.52999877929688,147.2510986328125,147.52999877929688,18424
2023-02-01 17:30:00+00:00,147.4647979736328,147.4647979736328,147.5399932861328,147.3800048828125,147.4199981689453,23324
2023-02-01 18:30:00+00:00,147.35000610351562,147.35000610351562,147.63999938964844,147.19000244140625,147.52000427246094,22991
2023-02-01 19:30:00+00:00,148.5050048828125,148.5050048828125,148.8000030517578,146.8249969482422,147.30999755859375,39875
2023-02-01 20:30:00+00:00,148.5800018310547,148.5800018310547,149.01499938964844,148.1750030517578,148.57000732421875,44246
2023-02-02 14:30:00+00:00,145.69900512695312,145.69900512695312,147.1199951171875,144.61000061035156,147.0,97058
2023-02-02 15:30:00+00:00,146.9499969482422,146.9499969482422,147.0,145.6649932861328,145.6649932861328,34171
2023-02-02 16:30:00+00:00,146.8699951171875,146.8699951171875,147.07989501953125,146.77000427246094,146.8699951171875,22925
2023-02-02 17:30:00+00:00,146.9499969482422,146.9499969482422,147.11000061035156,146.6510009765625,146.7949981689453,22949
2023-02-02 18:30:00+00:00,146.64999389648438,146.64999389648438,147.36000061035156,146.64999389648438,147.0500030517578,27494
2023-02-02 19:30:00+00:00,146.54249572753906,146.54249572753906,146.72000122070312,146.3000946044922,146.6300048828125,44754
2023-02-02 20:30:00+00:00,146.6199951171875,146.6199951171875,146.8300018310547,146.55999755859375,146.64999389648438,42240
2023-02-03 14:30:00+00:00,145.80999755859375,145.80999755859375,146.0500030517578,145.0399932861328,145.6199951171875,58428
2023-02-03 15:30:00+00:00,145.85000610351562,145.85000610351562,146.41000366210938,145.60000610351562,145.60000610351562,24362
2023-02-03 16:30:00+00:00,145.65499877929688,145.65499877929688,146.0,145.35000610351562,145.8699951171875,23843
2023-02-03 17:30:00+00:00,144.75,144.75,145.67999267578125,144.75,145.48500061035156,34092
2023-02-03 18:30:00+00:00,144.7761993408203,144.7761993408203,145.0,144.5,144.72999572753906,21280
2023-02-03 19:30:00+00:00,144.8000030517578,144.8000030517578,144.9199981689453,144.4499969482422,144.6300048828125,29476
2023-02-03 20:30:00+00:00,144.72999572753906,144.72999572753906,144.9199981689453,144.55099487304688,144.80999755859375,46139
2023-02-06 14:30:00+00:00,143.21499633789062,143.21499633789062,144.40060424804688,142.97000122070312,144.0,40667
2023-02-06 15:30:00+00:00,143.65499877929688,143.65499877929688,143.66000366210938,143.08999633789062,143.1199951171875,20368
2023-02-06 16:30:00+00:00,143.41000366210938,143.41000366210938,143.6750030517578,143.22000122070312,143.6750030517578,18130
2023-02-06 17:30:00+00:00,143.5050048828125,143.5050048828125,143.7100067138672,143.39999389648438,143.39999389648438,13708
2023-02-06 18:30:00+00:00,143.91000366210938,143.91000366210938,143.99000549316406,143.5050048828125,143.53050231933594,16959
2023-02-06 19:30:00+00:00,143.49000549316406,143.49000549316406,143.88999938964844,143.4010009765625,143.88999938964844,26035
2023-02-06 20:30:00+00:00,143.7899932861328,143.7899932861328,143.83999633789062,143.47999572753906,143.47999572753906,30452
2023-02-07 14:30:00+00:00,143.39999389648438,143.39999389648438,143.55039978027344,143.0590057373047,143.52000427246094,29338
2023-02-07 15:30:00+00:00,143.4499969482422,143.4499969482422,143.91000366210938,143.3800048828125,143.41929626464844,20966
2023-02-07 16:30:00+00:00,143.6699981689453,143.6699981689453,143.9149932861328,143.58999633789062,143.71400451660156,18552
2023-02-07 17:30:00+00:00,143.86000061035156,143.86000061035156,144.97000122070312,143.6676025390625,143.7050018310547,25396
2023-02-07 18:30:00+00:00,144.10499572753906,144.10499572753906,144.27999877929688,143.5399932861328,143.86000061035156,17400
2023-02-07 19:30:00+00:00,144.50999450683594,144.50999450683594,144.6300048828125,144.17999267578125,144.32000732421875,19335
2023-02-07 20:30:00+00:00,144.69000244140625,144.69000244140625,144.86000061035156,144.38999938964844,144.4499969482422,29705
2023-02-08 14:30:00+00:00,144.3699951171875,144.3699951171875,144.63499450683594,143.88999938964844,144.0,21810
2023-02-08 15:30:00+00:00,143.63999938964844,143.63999938964844,144.25999450683594,143.30999755859375,144.25,39860
2023-02-08 16:30:00+00:00,143.72000122070312,143.72000122070312,143.72999572753906,143.35009765625,143.72999572753906,12163
2023-02-08 17:30:00+00:00,143.86000061035156,143.86000061035156,144.05999755859375,143.6199951171875,143.7050018310547,17887
2023-02-08 18:30:00+00:00,143.8000030517578,143.8000030517578,144.02999877929688,143.7100067138672,143.8300018310547,18013
2023-02-08 19:30:00+00:00,143.7899932861328,143.7899932861328,143.9600067138672,143.63999938964844,143.86000061035156,27662
2023-02-08 20:30:00+00:00,143.85000610351562,143.85000610351562,143.94000244140625,143.72999572753906,143.7899932861328,43355
2023-02-09 14:30:00+00:00,147.0800018310547,147.0800018310547,147.4499969482422,145.75999450683594,146.36000061035156,111315
2023-02-09 15:30:00+00:00,146.14999389648438,146.14999389648438,147.49000549316406,146.13999938964844,147.0413055419922,52783
2023-02-09 16:30:00+00:00,146.4468994140625,146.4468994140625,146.60000610351562,146.09010314941406,146.09010314941406,38787
2023-02-09 17:30:00+00:00,145.77499389648438,145.77499389648438,146.44000244140625,145.61000061035156,146.42550659179688,43577
2023-02-09 18:30:00+00:00,145.39999389648438,145.39999389648438,146.0,145.33999633789062,145.8800048828125,22530
2023-02-09 19:30:00+00:00,144.89999389648438,144.89999389648438,145.55999755859375,144.89999389648438,145.47000122070312,22708
2023-02-09 20:30:00+00:00,144.8300018310547,144.8300018310547,145.2550048828125,144.6909942626953,144.8300018310547,32594
2023-02-10 14:30:00+00:00,143.72999572753906,143.72999572753906,143.94000244140625,142.50999450683594,143.6699981689453,39330
2023-02-10 15:30:00+00:00,143.2061004638672,143.2061004638672,143.9821014404297,143.14999389648438,143.75999450683594,32550
2023-02-10 16:30:00+00:00,143.1999969482422,143.1999969482422,143.60800170898438,143.10499572753906,143.36000061035156,41453
2023-02-10 17:30:00+00:00,143.30999755859375,143.30999755859375,143.3800048828125,142.97000122070312,143.189697265625,17220
2023-02-10 18:30:00+00:00,143.49000549316406,143.49000549316406,143.6300048828125,143.13499450683594,143.3000030517578,22099
2023-02-10 19:30:00+00:00,143.30499267578125,143.30499267578125,143.49000549316406,143.19000244140625,143.4499969482422,28036
2023-02-10 20:30:00+00:00,143.3800048828125,143.3800048828125,143.64500427246094,143.3300018310547,143.36000061035156,43224
2023-02-13 14:30:00+00:00,143.5399932861328,143.5399932861328,143.5399932861328,142.55999755859375,142.9499969482422,39887
2023-02-13 15:30:00+00:00,143.47000122070312,143.47000122070312,143.6999969482422,143.3000030517578,143.5,19905
2023-02-13 16:30:00+00:00,143.4199981689453,143.4199981689453,143.55999755859375,143.2899932861328,143.48500061035156,12773
2023-02-13 17:30:00+00:00,143.6114959716797,143.6114959716797,143.71499633789062,143.3699951171875,143.5399932861328,12912
2023-02-13 18:30:00+00:00,143.5500030517578,143.5500030517578,143.69000244140625,143.50999450683594,143.6649932861328,20000
2023-02-13 19:30:00+00:00,143.53399658203125,143.53399658203125,143.61500549316406,143.3101043701172,143.47999572753906,24497
2023-02-13 20:30:00+00:00,143.8000030517578,143.8000030517578,143.91000366210938,143.51499938964844,143.51499938964844,61288
2023-02-14 14:30:00+00:00,142.4499969482422,142.4499969482422,143.1199951171875,141.5500030517578,142.8000030517578,56632
2023-02-14 15:30:00+00:00,142.08999633789062,142.08999633789062,142.6300048828125,141.80470275878906,142.5,29278
2023-02-14 16:30:00+00:00,142.1300048828125,142.1300048828125,142.3798065185547,141.80709838867188,142.0,19010
2023-02-14 17:30:00+00:00,142.5399932861328,142.5399932861328,142.75,142.10079956054688,142.10079956054688,16794
2023-02-14 18:30:00+00:00,142.44500732421875,142.44500732421875,142.8199005126953,142.35159301757812,142.601806640625,19653
2023-02-14 19:30:00+00:00,142.77000427246094,142.77000427246094,142.8699951171875,142.47999572753906,142.47999572753906,33180
2023-02-14 20:30:00+00:00,142.74000549316406,142.74000549316406,142.88999938964844,142.57000732421875,142.75999450683594,48109
2023-02-15 14:30:00+00:00,140.32000732421875,140.32000732421875,140.81700134277344,140.1199951171875,140.41000366210938,92120
2023-02-15 15:30:00+00:00,140.32000732421875,140.32000732421875,140.5998992919922,140.05999755859375,140.22000122070312,40079
2023-02-15 16:30:00+00:00,140.17999267578125,140.17999267578125,140.67999267578125,140.13999938964844,140.30999755859375,20115
2023-02-15 17:30:00+00:00,140.5500030517578,140.5500030517578,140.55999755859375,140.0800018310547,140.16000366210938,32931
2023-02-15 18:30:00+00:00,140.77000427246094,140.77000427246094,140.8699951171875,140.4550018310547,140.5399932861328,28276
2023-02-15 19:30:00+00:00,140.60000610351562,140.60000610351562,140.8350067138672,140.27999877929688,140.76499938964844,61448
2023-02-15 20:30:00+00:00,140.94000244140625,140.94000244140625,140.97900390625,140.58999633789062,140.58999633789062,100335
2023-02-16 14:30:00+00:00,142.1750030517578,142.1750030517578,142.25,141.32000732421875,141.39999389648438,46197
2023-02-16 15:30:00+00:00,142.4199981689453,142.4199981689453,142.51499938964844,142.1699981689453,142.2100067138672,31897
2023-02-16 16:30:00+00:00,142.8350067138672,142.8350067138672,142.8350067138672,142.52999877929688,142.5749969482422,16761
2023-02-16 17:30:00+00:00,143.1555938720703,143.1555938720703,143.32000732421875,142.8350067138672,142.8350067138672,49529
2023-02-16 18:30:00+00:00,143.57000732421875,143.57000732421875,143.64999389648438,143.14500427246094,143.1649932861328,17582
2023-02-16 19:30:00+00:00,142.97999572753906,142.97999572753906,143.66000366210938,142.94000244140625,143.5800018310547,64433
2023-02-16 20:30:00+00:00,142.7100067138672,142.7100067138672,143.02999877929688,142.6750030517578,142.9499969482422,61766
2023-02-17 14:30:00+00:00,142.61000061035156,142.61000061035156,142.75,141.82000732421875,142.0800018310547,27699
2023-02-17 15:30:00+00:00,142.22999572753906,142.22999572753906,142.85000610351562,142.22000122070312,142.5,15074
2023-02-17 16:30:00+00:00,142.75,142.75,142.75999450683594,142.05999755859375,142.42999267578125,23587
2023-02-17 17:30:00+00:00,142.45480346679688,142.45480346679688,142.82000732421875,142.33999633789062,142.6999969482422,14705
2023-02-17 18:30:00+00:00,142.6300048828125,142.6300048828125,142.69000244140625,142.3800048828125,142.4199981689453,15216
2023-02-17 19:30:00+00:00,142.77000427246094,142.77000427246094,143.052001953125,142.6479034423828,142.6479034423828,14043
2023-02-17 20:30:00+00:00,142.91000366210938,142.91000366210938,142.99000549316406,142.72999572753906,142.86000061035156,26924
2023-02-21 14:30:00+00:00,139.49000549316406,139.49000549316406,140.5800018310547,139.3800048828125,140.16000366210938,86022
2023-02-21 15:30:00+00:00,139.30999755859375,139.30999755859375,139.77999877929688,139.16000366210938,139.47999572753906,38467
2023-02-21 16:30:00+00:00,138.96009826660156,138.96009826660156,139.34449768066406,138.9600067138672,139.2449951171875,33491
2023-02-21 17:30:00+00:00,138.94000244140625,138.94000244140625,139.27000427246094,138.89999389648438,139.0399932861328,24322
2023-02-21 18:30:00+00:00,138.8199005126953,138.8199005126953,139.0,138.72999572753906,138.88999938964844,27856
2023-02-21 19:30:00+00:00,139.27999877929688,139.27999877929688,139.30999755859375,138.92999267578125,138.92999267578125,44260
2023-02-21 20:30:00+00:00,139.25999450683594,139.25999450683594,139.53990173339844,139.17999267578125,139.32000732421875,56279
2023-02-22 14:30:00+00:00,138.6199951171875,138.6199951171875,139.27999877929688,138.35499572753906,138.6999969482422,29091
2023-02-22 15:30:00+00:00,138.625,138.625,138.8300018310547,138.3300018310547,138.57000732421875,19745
2023-02-22 16:30:00+00:00,138.94509887695312,138.94509887695312,139.0399932861328,138.50010681152344,138.78550720214844,12967
2023-02-22 17:30:00+00:00,138.92999267578125,138.92999267578125,139.0198974609375,138.72999572753906,139.00999450683594,16510
2023-02-22 18:30:00+00:00,138.72000122070312,138.72000122070312,139.0500030517578,138.61000061035156,138.9600067138672,23074
2023-02-22 19:30:00+00:00,138.3699951171875,138.3699951171875,138.72999572753906,138.3000030517578,138.6999969482422,26037
2023-02-22 20:30:00+00:00,138.66000366210938,138.66000366210938,138.6699981689453,138.2899932861328,138.35000610351562,42968
2023-02-23 14:30:00+00:00,139.17999267578125,139.17999267578125,139.48989868164062,138.86830139160156,139.02999877929688,23117
2023-02-23 15:30:00+00:00,138.5800018310547,138.5800018310547,139.13999938964844,138.5800018310547,139.10000610351562,22282
2023-02-23 16:30:00+00:00,138.2740936279297,138.2740936279297,138.69000244140625,138.1699981689453,138.6300048828125,15807
2023-02-23 17:30:00+00:00,138.2698974609375,138.2698974609375,138.47000122070312,138.14999389648438,138.3300018310547,14742
